City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
277,imeni poliny osipenko,0,RU,05/02/2018,64,52.42,136.49,31.89,2.15
278,kutum,0,SD,05/02/2018,28,14.2,24.66,69.06,6.29
279,ranong,88,TH,05/02/2018,100,9.96,98.62,83.01,2.15
280,upata,56,VE,05/02/2018,72,8.02,-62.41,80.49,7.63
281,manono,68,CD,05/02/2018,95,-7.3,27.4,70.95,3.71
282,severomorsk,0,RU,05/02/2018,87,69.07,33.42,29.01,2.48
283,aklavik,56,CA,05/02/2018,100,68.22,-135.01,22.8,5.17
284,mount isa,0,AU,05/02/2018,56,-20.73,139.49,58.44,6.73
285,xiaoweizhai,92,CN,05/02/2018,100,26.23,107.51,59.79,2.59
286,amarante do maranhao,44,BR,05/02/2018,94,-5.57,-46.74,75.54,2.37
287,luau,36,CD,05/02/2018,57,-10.7,22.23,69.24,3.15
288,cap-chat,92,CA,05/02/2018,84,49.1,-66.68,44.31,7.4
289,ochamchira,0,GE,05/02/2018,74,42.71,41.47,65.19,5.61
290,wewak,88,PG,05/02/2018,100,-3.55,143.63,74.91,2.37
291,benghazi,20,LY,05/02/2018,99,32.12,20.07,65.82,17.25
292,cidreira,20,BR,05/02/2018,78,-30.17,-50.22,71.49,17.81
293,cochrane,76,CL,05/02/2018,100,-47.25,-72.57,36.21,0.92
294,sechura,0,PE,05/02/2018,67,-5.56,-80.82,78.87,14.0
295,nioro,0,GM,05/02/2018,35,13.79,-15.05,87.51,5.73
296,barra do garcas,0,BR,05/02/2018,47,-15.89,-52.26,82.65,3.15
297,zheleznodorozhnyy,0,RU,05/02/2018,89,55.75,38.0,57.99,6.62
298,izumo,88,JP,05/02/2018,100,35.37,132.75,55.83,25.75
299,russellville,80,US,05/02/2018,83,35.28,-93.13,74.82,7.29
300,corrente,0,BR,05/02/2018,56,-17.45,-44.68,75.27,4.94
301,daraitan,12,PH,05/02/2018,100,14.6,121.43,77.25,5.5
302,namibe,44,AO,05/02/2018,96,-15.19,12.15,79.59,12.77
303,tasiilaq,88,GL,05/02/2018,95,65.61,-37.64,28.02,26.87
304,kieta,88,PG,05/02/2018,100,-6.22,155.63,79.23,4.16
305,ilulissat,68,GL,05/02/2018,97,69.22,-51.1,18.3,3.6
306,nurobod,20,UZ,05/02/2018,89,40.91,69.8,46.74,2.82
307,lucan,64,IE,05/02/2018,74,53.36,-6.45,46.47,12.77
308,okhotsk,0,RU,05/02/2018,95,59.36,143.24,26.94,3.83
309,laramie,90,US,05/02/2018,100,41.31,-105.59,42.8,9.17
310,andros town,92,BS,05/02/2018,100,24.73,-77.79,71.58,15.46
311,balikpapan,8,ID,05/02/2018,100,-1.24,116.86,80.22,6.4
312,bocas del toro,12,PA,05/02/2018,100,9.33,-82.25,81.12,8.41
313,ustye,0,RU,05/02/2018,84,58.76,27.79,45.03,9.19
314,souillac,92,FR,05/02/2018,89,45.6,-0.6,52.14,8.75
315,la peca,48,PE,05/02/2018,89,-5.61,-78.44,71.85,2.59
316,trinidad,92,UY,05/02/2018,98,-33.52,-56.9,63.57,13.89
317,carhuamayo,0,PE,05/02/2018,44,-10.92,-76.06,57.72,7.18
318,kaitangata,64,NZ,05/02/2018,76,-46.28,169.85,45.21,5.61
319,saint anthony,0,US,05/02/2018,50,43.97,-111.68,57.18,7.4
320,nelson bay,0,AU,05/02/2018,100,-32.72,152.14,69.69,6.4
321,dingle,48,PH,05/02/2018,96,11.0,122.67,75.72,3.15
322,buraydah,20,SA,05/02/2018,70,26.33,43.97,65.46,3.83
323,cody,36,US,05/02/2018,91,44.53,-109.06,44.4,3.38
324,paamiut,76,GL,05/02/2018,100,61.99,-49.67,25.41,17.13
325,yangambi,32,CD,05/02/2018,73,0.77,24.47,80.04,3.6
326,chenzhou,100,CN,05/02/2018,100,25.81,113.03,68.88,3.94
327,torbay,20,CA,05/02/2018,61,47.66,-52.73,47.82,17.25
328,krasnyy chikoy,44,RU,05/02/2018,72,50.36,108.75,38.01,1.59
329,sorong,36,ID,05/02/2018,100,-0.86,131.25,81.93,10.2
330,ler,12,NO,05/02/2018,61,63.2,10.3,43.05,7.63
331,yining,88,CN,05/02/2018,88,29.04,114.56,60.24,2.26
332,zambezi,0,ZM,05/02/2018,51,-13.55,23.12,64.47,7.18
333,skegness,0,GB,05/02/2018,96,53.14,0.34,47.46,16.8
334,bulgan,92,MN,05/02/2018,43,48.81,103.53,53.31,5.17
335,touros,100,BR,05/02/2018,78,-5.2,-35.46,81.39,10.65
336,waipawa,0,NZ,05/02/2018,80,-39.94,176.59,46.02,3.71
337,sokoto,8,NG,05/02/2018,41,13.06,5.24,88.32,6.4
338,muroto,68,JP,05/02/2018,94,33.37,134.14,65.91,10.98
339,rachitova,0,RO,05/02/2018,60,45.6,22.75,57.81,7.18
340,pochutla,8,MX,05/02/2018,96,15.74,-96.47,84.45,5.39
341,nadym,64,RU,05/02/2018,82,65.53,72.51,10.11,9.42
342,neka,24,IR,05/02/2018,94,36.65,53.3,53.22,2.59
343,yasnyy,88,RU,05/02/2018,68,64.04,44.09,33.51,6.73
344,mount gambier,88,AU,05/02/2018,79,-37.83,140.78,58.53,8.63
345,luderitz,8,NA,05/02/2018,84,-26.65,15.16,58.53,12.44
346,cabo san lucas,0,MX,05/02/2018,91,22.89,-109.91,73.92,3.83
347,karla,0,EE,05/02/2018,89,59.37,24.93,42.42,9.42
348,ostersund,0,SE,05/02/2018,75,63.18,14.64,39.81,8.19
349,iquitos,64,PE,05/02/2018,82,-3.75,-73.25,83.01,3.38
350,evensk,76,RU,05/02/2018,100,61.92,159.24,26.04,4.83
351,saryagash,0,KZ,05/02/2018,64,41.45,69.17,54.57,8.97
352,sitka,48,US,05/02/2018,48,37.17,-99.65,80.58,16.24
353,najran,36,SA,05/02/2018,30,17.54,44.22,72.84,4.16
354,ulladulla,0,AU,05/02/2018,98,-35.36,150.48,63.39,7.74
355,college,90,US,05/02/2018,70,64.86,-147.8,32.0,8.05
356,pisco,0,PE,05/02/2018,70,-13.71,-76.2,73.56,3.94
357,shingu,92,JP,05/02/2018,93,33.72,135.99,67.62,14.67
358,salaga,12,GH,05/02/2018,96,8.55,-0.52,76.8,3.15
359,rundu,0,NA,05/02/2018,37,-17.91,19.77,62.04,8.3
360,yar-sale,12,RU,05/02/2018,72,66.83,70.83,4.26,11.99
361,nantucket,0,US,05/02/2018,78,41.28,-70.1,53.76,22.06
362,aljezur,0,PT,05/02/2018,100,37.31,-8.8,56.64,4.61
363,kalispell,80,US,05/02/2018,56,48.2,-114.32,53.58,3.04
364,kihei,75,US,05/02/2018,78,20.76,-156.45,80.6,19.46
365,acapulco,8,MX,05/02/2018,50,16.86,-99.88,90.57,8.97
366,la carlota,36,PH,05/02/2018,100,10.43,122.92,74.55,2.15
367,san policarpo,92,PH,05/02/2018,100,12.18,125.51,79.41,4.5
368,tautira,76,PF,05/02/2018,100,-17.73,-149.15,80.22,8.63
369,nara,92,JP,05/02/2018,98,34.68,135.8,63.75,10.42
370,bathsheba,92,BB,05/02/2018,99,13.22,-59.52,79.86,18.25
371,hondo,20,US,05/02/2018,65,29.35,-99.14,84.81,15.23
372,genhe,0,CN,05/02/2018,69,50.78,121.52,22.26,2.59
373,santa isabel do rio negro,80,BR,05/02/2018,85,-0.41,-65.02,81.03,3.15
374,prado,0,BR,05/02/2018,95,-17.34,-39.22,79.68,10.54
375,salinas,0,US,05/02/2018,75,36.67,-121.66,61.23,6.96
376,sosnovo-ozerskoye,44,RU,05/02/2018,74,52.53,111.54,30.81,3.15
377,bourail,76,NC,05/02/2018,73,-21.57,165.5,70.59,6.73
378,darhan,88,MN,05/02/2018,69,49.49,105.92,46.47,4.38
379,lakes entrance,0,AU,05/02/2018,86,-37.88,147.99,58.08,8.75
380,ambilobe,0,MG,05/02/2018,60,-13.19,49.05,75.9,14.0
381,abalak,0,NE,05/02/2018,20,15.46,6.28,82.56,8.97
382,namie,100,JP,05/02/2018,89,37.52,140.86,62.04,16.8
383,kudahuvadhoo,80,MV,05/02/2018,100,2.67,72.89,85.17,15.57
384,quatre cocos,56,MU,05/02/2018,77,-20.21,57.76,75.54,12.77
385,adrar,0,DZ,05/02/2018,23,27.87,-0.29,67.17,9.98
386,danielskuil,12,ZA,05/02/2018,54,-28.19,23.54,54.57,6.51
387,kirakira,36,SB,05/02/2018,100,-10.46,161.92,83.37,6.96
388,suntar,48,RU,05/02/2018,96,62.16,117.65,44.94,8.3
389,hobyo,64,SO,05/02/2018,99,5.35,48.53,77.07,9.31
390,wuwei,0,CN,05/02/2018,73,37.93,102.64,33.33,2.37
391,gamba,32,CN,05/02/2018,73,28.28,88.52,8.22,1.7
392,klyuchi,0,RU,05/02/2018,84,52.25,79.17,37.92,12.77
393,ilebo,12,CD,05/02/2018,76,-4.33,20.59,76.98,4.27
394,abnub,8,EG,05/02/2018,35,27.27,31.15,71.4,1.59
395,brae,12,GB,05/02/2018,98,60.4,-1.35,44.04,10.31
396,kavieng,24,PG,05/02/2018,100,-2.57,150.8,83.55,4.72
397,merrill,0,US,05/02/2018,42,42.03,-121.6,59.7,3.71
398,san ramon,20,NI,05/02/2018,73,12.92,-85.84,74.46,3.04
399,rio gallegos,32,AR,05/02/2018,84,-51.62,-69.22,45.57,3.27
400,mareeba,64,AU,05/02/2018,88,-16.99,145.42,64.65,7.07
401,rio grande,92,BR,05/02/2018,84,-32.03,-52.1,73.02,18.7
402,alta floresta,8,BR,05/02/2018,65,-9.87,-56.08,86.7,1.92
403,srednekolymsk,48,RU,05/02/2018,67,67.46,153.71,30.54,5.39
404,tazmalt,0,DZ,05/02/2018,90,36.39,4.4,43.32,3.94
405,kungurtug,20,RU,05/02/2018,79,50.6,97.53,22.35,2.37
406,matagami,8,NG,05/02/2018,96,9.67,8.4,68.97,2.59
407,kulevcha,0,UA,05/02/2018,73,46.03,29.93,56.1,2.59
408,palmer,92,AU,05/02/2018,85,-34.85,139.16,56.64,11.43
409,ayia galini,48,GR,05/02/2018,95,35.1,24.68,67.35,4.16
410,sefophe,0,BW,05/02/2018,72,-22.18,27.97,57.99,0.47
411,kloulklubed,92,PW,05/02/2018,100,7.04,134.26,84.18,10.65
412,carauari,44,BR,05/02/2018,79,-4.88,-66.9,83.64,3.04
413,marawi,64,PH,05/02/2018,100,8.0,124.29,70.59,0.58
414,yarmouth,0,GB,05/02/2018,98,50.71,-1.5,43.86,8.97
415,pergamino,92,AR,05/02/2018,99,-33.9,-60.57,64.74,6.73
416,ferme-neuve,92,CA,05/02/2018,99,46.7,-75.45,58.8,3.6
417,phalaborwa,0,ZA,05/02/2018,75,-23.95,31.14,66.72,6.06
418,marzuq,8,YE,05/02/2018,90,14.4,46.47,62.76,3.04
419,husavik,80,CA,05/02/2018,78,50.56,-96.99,55.11,7.63
420,ballitoville,12,ZA,05/02/2018,85,-29.54,31.21,63.93,4.38
421,jijiang,12,CN,05/02/2018,96,29.8,120.61,51.42,2.71
422,gambela,8,ET,05/02/2018,84,8.25,34.59,62.04,0.36
423,corum,32,TR,05/02/2018,91,38.8,29.89,49.71,2.71
424,praya,24,ID,05/02/2018,100,-8.71,116.27,79.68,9.64
425,severo-yeniseyskiy,0,RU,05/02/2018,67,60.37,93.04,24.24,5.17
426,lebanon,12,US,05/02/2018,38,43.64,-72.25,76.53,8.19
427,green valley,48,US,05/02/2018,78,40.41,-89.64,77.43,9.64
428,olinda,68,EC,05/02/2018,80,-2.03,-79.75,85.71,4.16
429,uyuni,0,BO,05/02/2018,17,-20.46,-66.82,61.95,7.85
430,manado,80,ID,05/02/2018,100,1.49,124.85,72.93,1.48
431,atambua,56,ID,05/02/2018,100,-9.11,124.89,76.53,7.29
432,norrkoping,0,SE,05/02/2018,81,58.59,16.18,43.68,2.37
433,kralendijk,0,BQ,05/02/2018,96,12.15,-68.27,80.94,21.72
434,vestmannaeyjar,20,IS,05/02/2018,91,63.44,-20.27,38.82,9.42
435,havre-saint-pierre,68,CA,05/02/2018,93,50.23,-63.6,39.27,15.12
436,neuquen,0,AR,05/02/2018,39,-38.95,-68.06,64.2,8.41
437,alofi,56,NU,05/02/2018,100,-19.06,-169.92,78.24,6.96
438,lavrentiya,48,RU,05/02/2018,100,65.58,-170.99,21.72,8.3
439,masuda,100,JP,05/02/2018,94,34.68,131.85,52.77,18.59
440,dingzhou,0,CN,05/02/2018,53,38.51,115.0,48.81,8.97
441,riga,0,LV,05/02/2018,80,56.95,24.11,45.75,2.04
442,gewane,76,ET,05/02/2018,89,10.16,40.66,70.59,1.48
443,kamenz,12,DE,05/02/2018,90,51.27,14.09,57.81,4.83
444,santander de quilichao,48,CO,05/02/2018,91,3.01,-76.49,63.66,0.36
445,cayenne,88,GF,05/02/2018,90,4.94,-52.33,78.69,8.97
446,yuanping,0,CN,05/02/2018,58,38.72,112.71,34.14,2.37
447,xinglongshan,24,CN,05/02/2018,53,43.96,125.47,45.39,15.01
448,ngorongoro,8,TZ,05/02/2018,95,-3.24,35.49,52.23,2.59
449,ginir,8,ET,05/02/2018,91,7.14,40.71,59.34,2.59
450,tingo maria,36,PE,05/02/2018,81,-9.29,-76.01,71.13,2.15
451,manthani,0,IN,05/02/2018,49,18.65,79.67,84.99,10.98
452,saint-leu,0,RE,05/02/2018,100,-21.15,55.28,71.31,5.39
453,pangnirtung,56,CA,05/02/2018,89,66.15,-65.72,11.19,11.65
454,warri,12,NG,05/02/2018,84,5.52,5.75,80.22,8.97
455,san felipe,44,CL,05/02/2018,83,-32.75,-70.73,56.37,1.36
456,urazovo,0,RU,05/02/2018,50,50.09,38.04,57.09,2.82
457,vila,64,IT,05/02/2018,96,45.18,8.4,53.85,8.75
458,garowe,92,SO,05/02/2018,98,8.41,48.48,71.04,4.94
459,kumluca,36,TR,05/02/2018,79,36.37,30.29,45.84,0.69
460,kontagora,12,NG,05/02/2018,62,10.4,5.47,83.55,5.17
461,san lorenzo,20,HN,05/02/2018,62,13.43,-87.45,91.29,3.38
462,mocuba,80,MZ,05/02/2018,90,-16.84,36.99,72.48,2.82
463,narsaq,0,GL,05/02/2018,81,60.91,-46.05,11.82,14.45
464,valera,20,VE,05/02/2018,71,9.31,-70.61,87.51,3.71
465,pujehun,32,SL,05/02/2018,92,7.36,-11.72,81.21,5.61
466,belaya gora,92,RU,05/02/2018,96,68.54,146.19,37.29,11.99
467,maputo,0,MZ,05/02/2018,94,-25.97,32.57,62.85,2.93
468,mata,92,CU,05/02/2018,88,22.63,-79.93,78.69,15.35
469,taiyuan,0,CN,05/02/2018,62,37.86,112.56,38.82,2.82
470,pringsewu,0,ID,05/02/2018,87,-5.36,104.98,71.22,1.03
471,necochea,68,AR,05/02/2018,86,-38.55,-58.74,62.67,10.76
472,metro,0,ID,05/02/2018,99,-5.11,105.31,75.18,2.04
473,synya,0,RU,05/02/2018,79,65.37,58.04,14.25,2.59
474,peniche,0,PT,05/02/2018,100,39.36,-9.38,57.36,2.93
475,locri,100,IT,05/02/2018,99,38.24,16.26,58.98,6.73
476,barnstaple,12,GB,05/02/2018,95,51.08,-4.06,45.66,10.2
477,sarangani,48,PH,05/02/2018,100,5.4,125.46,83.28,10.09
478,coihaique,36,CL,05/02/2018,85,-45.58,-72.07,45.21,6.29
479,walker,92,US,05/02/2018,66,43.01,-85.77,73.29,17.81
480,sibu,24,MY,05/02/2018,100,2.29,111.83,74.37,2.93
481,boa vista,80,BR,05/02/2018,97,2.82,-60.67,76.62,5.39
482,ekhabi,0,RU,05/02/2018,70,53.51,142.97,20.37,2.82
483,znamenskoye,32,RU,05/02/2018,72,57.13,73.82,32.97,6.29
484,yokadouma,68,CM,05/02/2018,97,3.52,15.05,70.41,1.7
485,marsaxlokk,68,MT,05/02/2018,100,35.84,14.54,61.32,31.56
486,mao,32,DO,05/02/2018,79,19.55,-71.08,82.11,11.43
487,lethem,88,GY,05/02/2018,100,3.38,-59.8,75.45,3.71
488,amapa,48,HN,05/02/2018,72,15.09,-87.97,79.77,2.71
489,bressanone,68,IT,05/02/2018,89,46.72,11.66,35.13,1.14
490,qom,92,IR,05/02/2018,100,34.64,50.88,57.99,3.83
491,pendleton,0,US,05/02/2018,38,34.65,-82.78,79.68,6.17
492,coruripe,80,BR,05/02/2018,100,-10.12,-36.18,78.24,11.32
493,sinegorye,12,RU,05/02/2018,72,62.09,150.53,19.74,2.59
494,chumikan,0,RU,05/02/2018,57,54.72,135.31,37.92,6.96
495,thai binh,80,VN,05/02/2018,100,20.45,106.33,73.47,6.4
496,nautla,0,MX,05/02/2018,95,20.22,-96.78,80.85,20.04
497,oranjestad,12,AW,05/02/2018,95,12.52,-70.03,80.67,25.64
498,goundam,0,ML,05/02/2018,23,16.42,-3.66,82.29,7.74
499,adamovka,0,RU,05/02/2018,88,51.52,59.94,45.57,3.15
500,hamamatsu,92,JP,05/02/2018,99,34.71,137.73,66.27,8.75
501,coquimbo,0,CL,05/02/2018,92,-29.95,-71.34,60.24,7.4
502,wanning,24,AT,05/02/2018,63,48.64,13.53,60.24,6.17
503,greenville,0,US,05/02/2018,32,34.85,-82.4,82.65,9.31
504,turukhansk,76,RU,05/02/2018,93,65.8,87.96,8.67,13.67
505,katherine,20,AU,05/02/2018,67,-14.47,132.26,74.55,9.75
506,nuqui,64,CO,05/02/2018,100,5.71,-77.27,79.5,5.06
507,castelldefels,0,ES,05/02/2018,86,41.29,1.98,50.52,1.7
508,emerald,0,AU,05/02/2018,92,-23.53,148.16,63.03,3.49
509,samarai,44,PG,05/02/2018,100,-10.62,150.67,81.12,10.65
510,flinders,0,AU,05/02/2018,89,-34.58,150.85,51.6,3.27
511,vilhena,24,BR,05/02/2018,67,-12.74,-60.15,82.02,2.26
512,esperance,76,TT,05/02/2018,78,10.24,-61.45,81.12,7.74
513,port hardy,64,CA,05/02/2018,86,50.7,-127.42,52.23,2.26
514,karratha,36,AU,05/02/2018,51,-20.74,116.85,62.22,5.39
515,north platte,0,US,05/02/2018,56,41.12,-100.77,65.37,15.68
516,port blair,44,IN,05/02/2018,100,11.67,92.75,84.45,5.84
517,cairns,92,AU,05/02/2018,100,-16.92,145.77,74.55,11.43
518,hay river,92,CA,05/02/2018,98,60.82,-115.79,47.91,7.07
519,kilifi,92,KE,05/02/2018,92,-3.63,39.85,75.63,10.42
520,khash,24,IR,05/02/2018,43,28.22,61.21,58.26,4.61
521,lively,48,US,05/02/2018,62,32.41,-96.32,86.52,21.72
522,uruzgan,0,AF,05/02/2018,85,32.93,66.63,34.95,2.15
523,ritchie,48,ZA,05/02/2018,81,-29.03,24.6,55.02,3.04
524,nakusp,0,CA,05/02/2018,45,50.24,-117.8,54.48,1.92
525,kribi,80,CM,05/02/2018,92,2.94,9.91,78.24,3.6
526,ternate,0,PH,05/02/2018,94,14.29,120.72,80.22,7.74
527,santiago del estero,56,AR,05/02/2018,79,-27.8,-64.26,79.41,4.38
528,umm kaddadah,0,SD,05/02/2018,19,13.6,26.69,74.64,7.4
529,hualmay,0,PE,05/02/2018,78,-11.1,-77.61,72.39,5.73
530,jaciara,0,BR,05/02/2018,41,-15.95,-54.98,84.0,3.71
531,si bun ruang,48,TH,05/02/2018,98,16.97,102.28,70.05,2.15
532,guelph,56,CA,05/02/2018,55,43.55,-80.25,74.1,25.3
533,poum,0,MK,05/02/2018,86,41.28,20.71,50.07,1.92
534,saldanha,8,PT,05/02/2018,70,41.42,-6.55,51.51,7.07
535,belmonte,0,PT,05/02/2018,82,40.36,-7.35,47.91,4.61
536,kachiry,0,KZ,05/02/2018,86,53.07,76.1,31.26,6.17
537,batemans bay,0,AU,05/02/2018,100,-35.71,150.18,54.12,4.5
538,puerto carreno,88,CO,05/02/2018,98,6.19,-67.49,72.48,2.93
539,kijang,0,KR,05/02/2018,77,35.24,129.21,48.99,9.53
540,arawa,48,NG,05/02/2018,87,7.05,3.9,76.35,2.26
541,maceio,92,BR,05/02/2018,97,-9.67,-35.74,74.46,7.4
542,erenhot,0,CN,05/02/2018,69,43.65,111.97,29.46,3.15
543,beringovskiy,76,RU,05/02/2018,100,63.05,179.32,27.39,3.38
544,pathein,0,MM,05/02/2018,92,16.78,94.73,72.3,2.93
545,waddan,0,LY,05/02/2018,17,29.16,16.14,75.54,15.35
546,saint-ambroise,76,FR,05/02/2018,88,47.25,-0.65,52.05,10.98
547,norman,0,US,05/02/2018,55,35.22,-97.44,86.61,20.38
548,atar,36,MR,05/02/2018,20,20.52,-13.05,74.37,6.96
549,ocampo,68,PH,05/02/2018,100,13.56,123.37,78.33,3.71
550,koumac,0,NC,05/02/2018,86,-20.56,164.28,71.58,7.96
551,gangawati,76,IN,05/02/2018,39,15.43,76.53,85.35,4.38
552,huanren,92,CN,05/02/2018,100,41.26,125.37,37.38,9.31
553,diebougou,12,BF,05/02/2018,58,10.97,-3.25,85.89,7.4
554,soto la marina,88,MX,05/02/2018,45,23.77,-98.21,94.98,14.56
555,shiloh,76,US,05/02/2018,58,38.56,-89.9,84.72,13.67
556,jega,0,NG,05/02/2018,49,12.22,4.38,84.54,9.08
557,nome,0,US,05/02/2018,62,30.04,-94.42,85.08,16.24
558,guerrero negro,0,MX,05/02/2018,61,27.97,-114.04,65.73,10.65
